SMILES,test
CCCCCCC1=NN2C(=N)/C(=C\c3cc(C)n(-c4ccc(C)cc4C)c3C)C(=O)N=C2S1,0
COCC[C@@H](C)C(=O)N(C)Cc1ccc(O)cc1,0
C=CCn1c(S[C@H](C)c2nc3sc(C)c(C)c3c(=O)[nH]2)nnc1C1CC1,0
C[NH+](C/C=C/c1ccco1)CCC(F)(F)F,0
COc1ccc(N2C(=O)C(=O)N(CN3CCC(c4nc5ccccc5s4)CC3)C2=O)cc1,0
Cc1ccc([C@@H](C)[NH2+][C@H](C)C(=O)Nc2ccccc2F)cc1,0
O=c1cc(C[NH2+]Cc2cccc(Cl)c2)nc(N2CCCC2)[nH]1,0
O=C(Cn1nc(C(=O)[O-])c2ccccc2c1=O)Nc1ccc2c(c1)C(=O)c1ccccc1C2=O,0
O=C(Nc1cccc(S(=O)(=O)N2CCCCC2)c1)c1cc(F)c(F)cc1Cl,0
CC(C)Cc1nnc(NC(=O)C(=O)NCCC2CCCCC2)s1,0
C[C@H](NC(=O)[C@@H](O)c1ccccc1)c1nnc2ccccn12,0
O=S(=O)(Nc1cc(F)ccc1F)c1ccc(Cl)cc1F,0
CSc1cc(C(=O)N2c3ccccc3NC(=O)C[C@@H]2C)ccn1,0
CCCN1C(=O)c2[nH]nc(-c3cc(Cl)ccc3O)c2[C@H]1c1ccc(C)cc1,0
CC[S@@+]([O-])[C@@H]1CCC[C@H](NC(=O)N(Cc2cccs2)C2CC2)C1,0
C[C@@H](c1ccco1)[NH+](Cc1ncc(-c2ccccc2)o1)C1CC1,0
COc1ccc(Cc2nnc(SCC(=O)N3CCC[C@@H](C)C3)o2)cc1,0
O=C(/C=C/c1ccc2c(c1)OCO2)NC[C@@H]1C[NH+]2CCN1CC2,0
COc1ccccc1/C=C/C=C(\C#N)C(=O)Nc1ccc(C(=O)N(C)C)cc1,0
Cc1cccc(NC(=S)N2CC[NH+](C)CC2)c1C,0
CNC(=O)c1cc(NC(=O)N2C[C@H]3CCC[NH+]3C[C@H]2C)ccc1F,0
CCCc1ccc([C@@H]([NH3+])C(OC)OC)cc1,0
[NH3+]C[C@H](c1cc(Cl)cs1)N1CC[C@@H]2CCCC[C@@H]2C1,0
CC(C)CN(CC(C)C)C(=O)NCC(C)(C)N1CCOCC1,0
COc1cc(C(=O)N[C@H]2C[C@H]2c2cccc(Cl)c2)cc(OC)c1OC,0
COCCNC(=O)c1cccc(N2CC[NH2+][C@@H](c3ccccc3)C2)n1,0
Cc1ccc(-c2cc(OCC(=O)[O-])nc(NCc3ccc4c(c3)OCO4)n2)cc1,0
COc1cccc(NC2CC[NH+](C[C@@H](O)CN3C[C@H](C)O[C@@H](C)C3)CC2)c1,0
CC(C)[C@H](NC(=O)Nc1ccccc1)C(=O)NCc1ccco1,0
O=C(Nc1ccccn1)N1CCC(n2cc[nH+]c2)CC1,0
Cc1cc(C)cc([C@H]2OCC[C@H]2C[NH2+]C(C)C)c1,0
C[C@H]1CSC(NC[C@]2(C)CCCO2)=[NH+]1,0
Cc1ccc(O)c(Cc2ccccc2Cl)c1,0
O=C1CCCC2=C1[C@H](c1ccc([N+](=O)[O-])o1)n1nnnc1N2,0
C=CCS/C(N)=C(C#N)/C(C#N)=C(\N)SCC=C,0
Cc1sc(=O)n(CCC(=O)N(C)[C@@H]2CCCC[C@H]2S(C)(=O)=O)c1C,0
COc1cc([N+](=O)[O-])cc(/C=N/Nc2ccccc2C)c1O,0
CCOC(=O)[C@@H]1CCCN(Cc2nn3c(=O)cc(C)nc3s2)C1,0
Cc1sc2nc(C[NH+](C(C)C)C3CCCC3)nc(N)c2c1C,0
O=C(NCCCc1nc2ccccc2s1)N1CCc2ccccc2C1,0
CCOc1ccc(Br)cc1C(=O)Nc1cccc(OC[C@@H]2CCCO2)c1,0
CCn1nc(C(=O)N2CCN(c3ccccc3)CC2)c2c1CC[NH+](Cc1cc(C)c(OC)cc1C)C2,0
O=C(N[C@@H]1[C@@H]2CCO[C@@H]2C12CCC2)c1cnc([C@H]2CCCO2)s1,0
CCOc1ccc(C(=O)Nc2ccc(F)cc2F)cc1,0
O=C(C1CCC(F)(F)CC1)N1CCN(c2ncccc2F)CC1,0
O=C(NCc1ccc(F)c(Cl)c1)[C@@H]1CSCN1C(=O)c1c[nH]c2ccccc12,0
Cc1cc(CCNC(=O)Nc2ccccc2F)on1,0
COCCOC(=O)C1=C(N)Oc2c(oc(CO)cc2=O)[C@H]1c1cccc(F)c1,0
CCOC(=O)C(=O)Nc1cc(C)nn1-c1nc([O-])c2c(n1)CCC2,0
CN(C(=O)[C@H]1CCCN(c2ncnc3onc(-c4ccc(F)cc4)c23)C1)C1CCCCC1,0
Nc1c(C(=O)Nc2ccc(Cl)cc2)c2ccccc2n1C(=O)c1ccc(F)cc1,0
C[C@@H](NC(=O)c1c(O)cc(Cl)cc1Cl)c1ccc(NC(N)=O)cc1,0
O=C(Cc1ccc(Cl)cc1Cl)NNC(=O)c1ccccc1,0
O=C(COC(=O)C1CC1)Nc1ccc(OC(F)F)cc1,0
C[C@H](CC(=O)O[C@H](C)C1CC1)C(=O)c1cccc(F)c1,0
Cc1ccsc1C[NH+]1CCC(C(=O)NCCc2cccs2)CC1,0
O=C1C[C@@H](c2nc3ccccc3n2C/C=C/c2ccccc2)CN1C1CCCC1,0
COC(=O)Cn1ccc(-c2cccc(-c3cccc(C#N)c3)c2)n1,0
Cc1cccc(NC(=O)C(=O)N/N=C/c2ccccc2F)c1,0
COCCCn1c(C)cc(C2=NN/C(=N\c3ccc(F)cc3)SC2)c1C,0
N#Cc1cc(-c2nc(-c3ccccc3)cs2)c(N)nc1SCC(=O)N1CCCCCC1,0
CC(C)N(CCO)c1ncnc2c1CCCCC2,0
CCc1ccccc1OCC[NH+]1CCC(c2nnc3ccccn23)CC1,0
O=[N+]([O-])C1(Cc2ccccc2)CCCCC1,0
O=C1c2ccccc2OCCN1Cc1ccc(C(F)(F)F)cc1,0
CC(C)CNC(=O)N1CCC[C@@H](CC(=O)NCC(C)(C)O)C1,0
O=C(C=C1CCSCC1)N[C@H]1CCC[C@H](C2CC2)C1,0
COCC[NH2+]Cc1ncoc1-c1ccc(C)cc1,0
Cc1ccc(O)c(S(=O)(=O)Nc2ccc(C(N)=O)cc2)c1,0
C[C@@H](NS(=O)(=O)c1cccc(F)c1)c1ccc(-c2cncnc2)cc1,0
CCc1ccc(-n2c([O-])c3[nH]cc(-c4ccccc4)c3nc2=S)cc1,0
CC(=O)N1CC[C@@H](C(=O)N2CC=C(c3ccc(Cl)cc3)CC2)C1,0
C[S@+]([O-])c1ccc(C(=O)N[C@@H](CO)Cc2c[nH]c3ccccc23)cc1,0
CNC(=O)c1ccc(S(=O)(=O)N2CCCC[C@H]2C(=O)N2CCCC2)cc1,0
CCCNc1ccc([N+](=O)[O-])c(Cc2[nH+]ccn2C)n1,0
O=C(Nc1nnc(C(F)(F)F)s1)NC1CCCCC1,0
CC(C)CS(=O)(=O)N1CCCc2c(NC(=O)OC(C)(C)C)cccc21,0
Cc1cc(C)c(S(=O)(=O)N(C)C(=O)[C@@H](C)NC(=O)C(C)(C)C)c(C)c1,0
CN1C(=O)/C(=C(\SC2=N[C@@H]3[NH+]=c4ccccc4=C3N=N2)C(=O)[O-])c2ccccc21,0
CC(C)OCCCNC(=O)c1sc2ccccc2c1Cl,0
C=C(C)C[NH+]1CCC(NC(=O)c2cccc(F)c2Cl)CC1,0
Cc1cccc(OCC(=O)N[C@@H]2CCC[C@H](C(F)(F)F)C2)c1C,0
CC(=O)NCCNC(=O)C[NH+](C)CC(=O)[O-],0
Cc1ccc2[nH]nc(C(=O)NCCCCN3C[C@H](C)O[C@@H](C)C3)c2c1,0
COc1ccc(CCNC(=O)N2CC(C)(C)C2(C)C)cc1OC,0
C[C@H]1C[C@H](C)CN(c2cccc(F)c2C(N)=S)C1,0
CCN(C1CCCCC1)[C@H](C[NH3+])CC(=O)NC,0
COc1cc(OC)cc(C(=O)Nc2cc(C)nn2-c2nc(-c3ccc(Cl)cc3)cs2)c1,0
C/C=C(\C)C(=O)Nc1ccccc1N1CC[NH+](CC)CC1,0
CCN1C[C@H](C(=O)N(C)Cc2ccccc2N2CCOCC2)CC1=O,0
COc1ccc(C2=NN(C(=O)COC(=O)c3c(C)noc3N)[C@H](c3ccco3)C2)cc1,0
COc1ccc(C2(C(=O)N3CCOC[C@@H](O)C3)CCCC2)cc1OC,0
O=C(c1ccc(F)c(Cl)c1)N1CCCC[C@H]1CCN1CCOCC1,0
CN(CC[NH+](C)C1CCCCC1)C(=O)CCn1nnc2ccccc2c1=O,0
CC(C)Oc1ccc(C(=O)N2CCN(c3ccc([N+](=O)[O-])c(N4CCOCC4)c3)CC2)cc1,0
CCCCC1=NC(=O)C2=C3CCCC[C@@H]3SC2=N1,0
COc1cc(OC)c(NC(=O)N(C)Cc2ccc(F)cc2)cc1Cl,0
CC(=O)Nc1nc(C(=O)N2Cc3ccccc3N(C)C[C@@H]2C)cs1,0
Cc1ccccc1CN(C)C(=O)CS(=O)(=O)c1cccc[n+]1[O-],0
COC[C@@](C)(O)CNC(=O)[C@@H]1CC(=O)N(c2ccccc2)C1,0
Cc1noc(C)c1S(=O)(=O)N1CCc2sccc2C1,0
[NH3+][C@H](CC[C@H]1CCOC2(CCOCC2)C1)c1ccccc1,0
CCNS(=O)(=O)[C@@H]1CCN(C(=O)C[C@H](C)c2ccc(C(C)C)cc2)C1,0
N#CCC(=O)Nc1cccc(Br)c1F,0
[NH3+]C1CCN(C(=O)c2cccc(O)c2)CC1,0
Brc1ccc(-c2nnc(C[NH+]3CCN(Cc4nc5ccccc5s4)CC3)o2)s1,0
C[C@H]1C[NH+](C)CC[C@@H]1N(C)C(=O)NCCNC(=O)c1ccc(F)cc1,0
COc1cc(C(=O)N2CCCC[C@H]2C(C)C)cc(NC(C)=O)c1OC,0
C[NH2+][C@@H](CSc1ccccc1Cl)Cc1nc(C)cs1,0
CC[C@]1(c2ccc(OC[C@@H]3CCCO3)cc2)Nc2ccccc2C(=O)N1Cc1ccco1,0
Cc1cc(S(N)(=O)=O)sc1C(=O)N1CCC(CCc2ccccc2)CC1,0
COc1ccc(OC)c(CNC(=O)c2cc(-c3ccncc3)nc3ccccc23)c1,0
CC(C)C[C@H](C[NH3+])C(=O)NCc1ccc(S(C)(=O)=O)cc1,0
C[C@@H]1[NH2+]CC[C@@H]1C(=O)N(C)Cc1ccc2c(c1)OCCO2,0
Cc1ccc(OCC(=O)N[C@@H](C)c2ccc(Br)cc2)c(C)c1,0
Cc1cccc(NC(=O)[C@H](C)n2c(=O)oc3ccccc32)c1,0
CC[C@@](C)([NH3+])c1nc(-c2ccn(C)n2)no1,0
CC[C@H](C)C(=O)NC[C@H]1Cc2cccc(-c3cncnc3)c2O1,0
O=C(Nc1nc2c(s1)CN(C(=O)c1ccc3[nH]ccc3c1)CC2)[C@@H]1CCCO1,0
Cc1ccc(-n2nnc(-c3nc(-c4ccc(Cl)cc4)no3)c2N)c(C)c1,0
CC[C@@H]1CN(S(=O)(=O)C[C@@H](C)CCl)CCO1,0
CCOC(=O)NC(=O)CSc1nnc(Nc2ccccc2F)s1,0
ClC[C@H]1CCCO[C@H]1c1ccc(Cl)s1,0
O=C(Nc1ccccc1)c1cc2c3c(c1)[C@@H]1C=CC[C@H]1CN3C[C@@H]1CC=C[C@H]21,0
CCc1nn(CC)c(/C=C2\CCc3cc(N)ccc32)c1Br,0
CCC1=NN2C(=NC(=O)C/C2=N\C(C)=O)S1,0
O=C(N[C@@H]1CCCC[C@@H]1Cc1ccccc1)c1ccnc(F)c1,0
Cc1ccncc1NC(=O)N1CCC[C@@H]1C[C@@H](O)c1cccs1,0
O=C(Cc1n[nH]c(=O)c2ccccc12)Nc1cccc(-c2nnc3n2CCCCC3)c1,0
Cc1c(Cl)cccc1OCC(=O)NC[C@](C)(O)c1ccccc1,0
C[C@@H](OCC1CC1)C(=O)Nc1cnn(-c2ccccc2F)c1,0
CCC1CCC(C[NH3+])([NH+](C)[C@@H](C)CC)CC1,0
COC(=O)C[C@@H]1CN(C2CCCCCCC2)CCO1,0
CCc1n[n-]c(S(=O)(=O)CC(=O)N[C@H]2CCCC[C@@H]2C)n1,0
CCC[C@H]1CCC[C@](O)(Cc2[nH+]ccn2CC)CC1,0
COc1ccc(C(=O)/C=C\c2ccccc2)cc1,0
C[C@H](C[C@H]1CCC[NH2+]1)[NH2+]CCc1ccc([N+](=O)[O-])cc1,0
NC(=O)c1cccc(N2CC(n3cc(C(=O)[O-])nn3)C2)n1,0
CCc1nnc(C[NH+]2CC[C@H](Nc3ccccc3)C2)o1,0
CCn1nc(C)c2[nH]c(=S)n([C@H](C)c3ccccc3F)c21,0
Cc1cc(C)c(NC(=O)C[NH+](CC(F)(F)F)C(C)C)c(C)c1,0
Cc1ccc(CCC2CCN(C(=O)CSc3nc4ncccn4n3)CC2)cc1,0
Cc1c(C(=O)Nc2ccc3c(c2)COC3)cccc1[N+](=O)[O-],0
COc1ccc(-c2n[nH]cc2/C=C(/C#N)c2nc(-c3ccncc3)cs2)cc1,0
Cc1ccc(C(=O)N2CCC[C@H]2c2ccc3c(c2)OCCCO3)cc1C,0
Cc1oc(-c2cccs2)nc1CSCCOc1ccccc1,0
CC(C)n1cc[nH+]c1Cn1nc(C2CC[NH2+]CC2)n(-c2ccccc2)c1=O,0
CN(C)c1ccc([C@@H](CNC(=O)C(=O)Nc2cc(Cl)ccc2C#N)[NH+](C)C)cc1,0
Cc1cc(N2CC[C@H](NC3CCN(C(=O)CC(C)(C)C)CC3)C2=O)n(C)n1,0
COc1ccc(CNC(=O)Cn2nc3c(Sc4ccc(C)cc4C)nccn3c2=O)cc1,0
Cc1ccc(S(=O)(=O)NC[C@H](C)c2ccccc2)cc1,0
COc1cc(/C=N/NC(=O)c2ccc(O)cc2O)ccc1OCc1ccc(Cl)cc1,0
Cc1nn(Cc2ccc(F)cc2)c(Cl)c1CN1CCN([C@H](C)C(N)=O)CC1,0
CC[C@H](C)NC(=O)C[S@@+]([O-])Cc1nc(-c2ccccc2F)oc1C,0
Cc1ccc(-c2csc(N/N=C3/CCCCCN3)n2)cc1,0
CCc1sc(-c2nnc(CSc3nnc(C4CC4)n3-c3ccccc3)o2)cc1C,0
COCc1nc(C(=O)N2CCn3c(nnc3C(C)C)C2)cs1,0
Cc1c(Cl)cccc1-n1c(SCCNS(C)(=O)=O)nc2ccccc2c1=O,0
COc1ccccc1N1C[C@@H](C(=O)Nc2ccc(F)c(F)c2F)CC1=O,0
CC(C)(C)C[C@H]1CCC[NH+]1Cc1nnc(-c2ccccc2F)o1,0
CC(C)(C)c1nc2cc(NC(=O)[C@@H]3CC(c4cccc(F)c4)=NO3)ccc2o1,0
C[NH2+][C@@H](Cc1cnn(C)c1)C1(N(C)C)CCCCC1,0
[NH3+][C@H]1CCCN(C(=O)N[C@@H]2CCCCC[C@@H]2C(=O)[O-])C1,0
CC[C@@H]1CO/C(=C(\C=C(/Cl)[N+](=O)[O-])[N+](=O)[O-])N1Cc1ccc(Cl)nc1,0
O=C(Nc1cc(-c2ccco2)ccc1F)c1ccc2cc[nH]c2c1,0
CCOc1cc(C(=O)N2CCCC[C@@H]2C)c([N+](=O)[O-])cc1OC,0
CSCC(=O)NNC(=O)c1cccc(-n2cccc2)c1,0
C[C@H]1Oc2ccc(NC(=O)C3=NN(C)C(=O)CC3)cc2NC1=O,0
COc1cc(C[NH+]2C[C@@H](C)CCC[C@@H]2C)cc(OC)c1OCC(N)=O,0
CCCN1C(=O)[C@]2(CC(O)=Nc3[nH]ncc32)c2cc(F)ccc21,0
CCn1nc(C)c(NC(=O)NCCC[NH+]2CCCCC2)c1C,0
CC(C)C(=O)NCCCNC(=O)N[C@@H]1CCCc2ccc(F)cc21,0
O=S(=O)(NC[C@@](O)(Cc1ccccc1)c1cccs1)c1ccccc1Cl,0
C[C@H]1CCCC[C@H]1C[NH+]1CCCN2CCC[C@@H]2C1,0
O=C(CCc1ccncc1)N1C[C@@H](CN2CCOCC2)[C@@H](CO)C1,0
CCOc1cccc(/C(N)=N/C(=O)Cc2c(C)[nH]c3ccnn3c2=O)c1,0
[NH3+][C@@H]1CC[C@H](Nc2ccc3sccc3c2)C1,0
CSc1ccc(NC(=O)CC2CCC2)cc1F,0
CN(C(=O)c1cccc(Cl)c1Cl)[C@@H]1CCC[C@@H]1S(C)(=O)=O,0
CSCc1ccc(NC(=O)C2C[C@H](C)O[C@@H](C)C2)cc1,0
C=CCOc1ccc(CN2Cc3ccccc3C[C@@H]2c2nnc(C)o2)cc1Cl,0
C=CCn1c(C)c(C)n2c3c(=O)n([C@@H](C)C(C)=O)c(=O)n(C)c3nc12,0
CN1C(=O)c2ccc(C(=O)N[C@H]3[C@H]4CCO[C@@H]4C3(C)C)cc2C1=O,0
CCCC(=O)N1CCC(C(=O)N(Cc2ccc(C)o2)C(C)C)CC1,0
Cc1noc(C)c1[C@H](C)NC(=O)CCSCc1ccccn1,0
O=C(c1cc2sccc2n1C1CCCC1)N1CCCCC1,0
CC(C)[C@@H](C)[NH+]1Cc2cccc(NCC(=O)Nc3ccc(C#N)c(Cl)c3)c2C1,0
O=C(C[C@H]1CSc2nccc(=O)n21)NCc1cc(-c2ccc(Cl)cc2)on1,0
O=C(Nc1ccnn1C1CC[NH+](Cc2ccccc2OC(F)F)CC1)c1cccc(F)c1,0
Cc1nc2c3ccccc3nn2c(C)c1CC(=O)N[C@H]1CCS(=O)(=O)C1,0
CCOC(=O)c1c(C)[nH]c(C(=O)Nc2c(C)cc(C)nc2Cl)c1C,0
CCCc1nnc(C(=O)N(C)Cc2cnc3ccccn23)o1,0
COCCOc1ccc2c(c1)NC(=O)C[C@@H]2[C@@H]1[NH+]=c2ccccc2=C1C,0
CCN(Cc1ccc(OC)c(F)c1)C(=O)c1n[nH]c(=O)c2ccccc12,0
CCCSc1ncc(Cl)c(C(=O)N(Cc2ccco2)[C@H]2CCS(=O)(=O)C2)n1,0
N#CC1=C(N)Oc2c(c(=O)[nH]c3ccccc23)[C@H]1c1cc([N+](=O)[O-])ccc1Cl,0
CCCc1nnc(NC(=O)CSC2=N[C@@H]3[NH+]=c4ccccc4=C3N=N2)s1,0
CC(C)c1ccc(C(=O)N2CCN(Cn3nc(C(C)(C)C)[nH]c3=S)CC2)cc1,0
CC[C@@H](NC(=O)NCc1scnc1C)C(C)(C)c1ccccc1,0
Cc1ccc(C2=NN(C(=O)CSc3nnc(C(F)(F)F)n3N)[C@H](c3ccco3)C2)cc1,0
CCNC(=O)Cc1c2c(n(CC(C)C)c1C)CC(C)(C)CC2=O,0
CC(C)c1ccc(S(=O)(=O)Nc2cc(C(=O)NC3CCCC3)ccc2N2CC[NH2+]CC2)cc1,0
CN(C)C(=O)c1ccc(C[NH+]2CCC[C@H](n3cccn3)C2)[nH]1,0
CO[C@](C)(C(=O)Nc1cccc(Oc2cnccn2)c1)c1ccccc1,0
CCNS(=O)(=O)[C@@H]1CCN(C(=O)CO[C@@H]2CCC[C@H](C)C2)C1,0
Cc1cc2oc(-c3ccccc3)cc(=O)c2cc1Cl,0
O=C(Nc1cnc2ccccc2c1)c1cc(F)cc(F)c1,0
C[C@@H](CC1CCOCC1)[NH2+][C@H]1CCN(c2ccccn2)C1,0
Cc1nn(C)c2c1[nH]c(=S)n2[C@@H]1CC[C@H](C)[C@H](C)C1,0
O=C(N/N=C\C=C/c1ccccc1)C1CCCCC1,0
CN(CCNC(=O)c1cnc(-c2ccncc2)nc1)S(C)(=O)=O,0
Cc1ncn(CC(C)(C)C(=O)NN)c(=O)c1Br,0
CCC1(CNC(=O)NCc2cc[nH]n2)CCC1,0
COc1ccc(-c2cnc3c(c2)CN(C(=O)c2ccc4c(c2)OCCO4)CC3)cc1OC,0
COCCN1CC[NH+](CC2(CS(C)(=O)=O)CCC2)CC1=O,0
Cc1cc(=O)[nH]c(SCC[C@H](C)CCS)n1,0
COC(=O)[C@H]1CCCCC[C@@H]1NC(=O)c1ccc([N+](=O)[O-])cc1Cl,0
CC(C)Oc1ccccc1[C@H]1CC(O)=Nc2nc(N3CCOCC3)sc21,0
Cc1cc(C(=O)NCc2ccccn2)c2c(=O)[nH]n(C)c2n1,0
O=C(c1cccc(Br)c1)N1CCN(c2cccc[nH+]2)CC1,0
COCC[NH2+]Cc1ccco1,0
COc1ccc(CCCNC(=O)Nc2ccccc2Cl)cc1,0
C[C@H]1OCC[C@@H]1C(=O)NCc1cccc(COCc2ccccc2)c1,0
Cc1cc(OCC(=O)c2ccccc2)cc2c1C(=O)/C(=C/c1cccc(F)c1)O2,0
COc1ccc(OCCN(C)C(=O)C(=O)Nc2ccc(C)cc2)cc1,0
O=C(CCNC(=O)c1ccccc1)Nc1ccccc1C(=O)N1CCN(c2ccccc2)CC1,0
CC(=O)c1ccc(N2C(=O)OC[C@@H]2C(C)C)cc1,0
C[C@@H]1CCCCN1C(=O)[C@@H](C)NC(=O)N(C)CC[NH+]1CCCC1,0
Cc1cc(C)c(C)c(OCC(=O)Nc2nnc(C)s2)c1,0
Cc1ccc(C)c(NC(=O)[C@H](C)O/N=C/C(=O)Nc2ccc(F)cc2)c1,0
Cc1cc(NC(=O)c2cc(C)n(C3CC3)c2C)ccc1C(=O)N(C)C,0
CC(C)Cc1ccc([C@H](NC(=O)[C@@H]2COCCO2)C2CC2)cc1,0
O=C(c1cc2c(s1)CCCC2)N1CCN(S(=O)(=O)c2ccccc2[N+](=O)[O-])CC1,0
CC[NH2+][C@@H](C)[C@@H](O)c1c[nH]nc1-c1ccccc1,0
CCCc1[nH]nc(C(=O)N[C@H](C)c2c(C)noc2C)c1N,0
C[C@@H](CCc1cccn1C)NC(=O)N[C@H]1CC(=O)N(C(C)(C)C)C1,0
C[C@H](N[C@H](C)c1ccc(C(F)(F)F)cc1)c1ccc(C#N)cc1,0
COc1cccc2sc(N3CCN(C(=O)/C=C/c4cccs4)CC3)nc12,0
Cc1cc(C)c2c(-n3cccc3)c(NC(=O)OC(C)C)sc2n1,0
COc1cccc(/C=N/N2C(=O)c3ccccc3C2=O)c1OC,0
COCCNC(=O)c1cccc([N-]S(=O)(=O)c2cccc3cccnc23)c1,0
CN1CC[NH+](C)C[C@H]1[C@H](O)c1occc1Br,0
COc1ccc2oc(=O)c(-c3cs/c(=N\N=C\c4ccco4)[nH]3)cc2c1,0
Cc1cccc([C@@H]2CCCN2C(=O)Nc2cccnc2Cl)c1,0
COc1cc([C@H]([NH3+])C(=O)[O-])cc(I)c1OC,0
Cc1cn(-c2ccccc2Cl)nc1NC(=O)c1sc(Cl)nc1C,0
CC(C)(C)OC(=O)C1CCC(NS(=O)(=O)Cc2ccccc2Cl)CC1,0
Fc1ccc(F)c2c1CCN(Cc1nnsc1Cl)C2,0
